text,polarity,magnitude
I went without food for a week.,-1,0.3
There are seven days in a week.,-1,0
I would like a week off with pay.,-1,0.8
He took a week off.,-1,0.2
How many days a week do you go to school?,-1,0.5
How often a week do you take a bath?,-1,0.4
We have five English classes a week.,1,0
You can read ten books in a week? Don't you mean in a month?,-1,1.1
"I will lend you some money, on condition that you will repay it in a week.",-1,0
We had to learn the lines of the play in park.,-1,0.1
I shall see him in less than a week.,-1,0
The weather has been nice all week.,1,0.7
I'd been on my own all week and was starving for conversation.,-1,0.7
I've been laid up with flu for the last week.,1,0.2
It's a temporary condition.,-1,0.7
"For a while, I was really into cola- drinking it every day.",1,0.9
"I waited for an hour, but he didn't appear.",-1,0.8
I've been waiting for one and a half-hours.,1,0
I met her an hour ago.,-1,0.1
It stopped snowing an hour ago.,-1,0.8
An hour's drive brought us to the airport.,-1,0
I've been waiting for you for over an hour.,-1,0.2
I'll be back within an hour.,-1,0.7
Ten to one it'll clear up in an hour or so.,1,0
Scarcely an hour goes by that I don't I think of you with love.,-1,0.3
Will you lend me your bicycle for an hour?,-1,0.4
He should get to your house in an hour.,-1,0
Do you think you can make out the list in an hour?,-1,0.7
Please cover for me at the reception desk for about one hour.,-1,0.4
He who steals a pin will steal an ox.,-1,0.7
Nothing succeeds like success.,-1,0.4
"At one time we were enemies, but we've buried the hatchet and we are now on friendly terms with each other.",1,0.3
"For a guy who was chosen by his father as the only son to be taught the secrets of this martial art, he doesn't have much of a kick.",1,0.9
I can't afford $40 for one book!,-1,0.2
I arrived at Narita the day before yesterday.,-1,0
"It has been raining since the day before yesterday, but it may clear up this afternoon.",1,0.1
It has been raining on and off since the day before yesterday.,-1,0.2
I received your letter the day before yesterday.,-1,0.1
They left there the day before yesterday.,-1,0.3
He may have absented himself from school the day before yesterday.,-1,0
The day before yesterday we arrived at Osaka.,-1,0
I met her by chance on the train the day before yesterday.,1,0
"The economic strength of a country lies not alone in its ability to produce, but also in its capacity to consume.",-1,0.1
It is important for a nation to have an adequate mix of monetary and fiscal policies.,1,0.4
The amount of paper produced by a country is closely related to its cultural standards.,-1,0.2
We should lose no time in leaving here.,-1,0.5
Not a moment could be lost.,-1,0.7
There is no time to be lost.,-1,0.6
The party returned safe and sound.,-1,0.8
The party went to China by sea.,-1,0.5
The party set out for Kobe.,1,0.2
The party reached the mountaintop yesterday.,1,0
The party arrived at Kyoto.,1,0.2
The party fought their way up.,-1,0
The party went forward in the face of danger.,-1,0
The party set out regardless of the bad weather.,1,0.2
The party started for New York.,1,0
The party flew nonstop from New York to Paris.,-1,0.1
The party did not succeed in climbing the mountain.,-1,0.1
The party stayed in Kyoto for a short period.,1,0.1
The party crossed over to America.,1,0
They are a party of six.,1,0.1
The party walked down the mountain.,-1,0.2
The party started soon after his arrival.,-1,0.4
"The party, therefore, had to take another route.",1,0
The leader of the party is a famous scientist.,1,0
Write on every other line.,1,0
The seats were reserved for the party.,-1,0.2
Can I have a bite?,1,0.1
Write on alternate lines.,-1,0
Many were eager to get in on the act.,1,0.1
They all get lumped together as English texts. But in fact these books are extremely varied and wide-ranging.,0,1.4
I will bite just a little bit.,1,0.3
Greta chugged the beer in one gulp.,1,0.2
A bare word of criticism makes her nervous.,1,0.8
I'll give you a piece of advice.,-1,0.4
Let me give you a piece of advice.,-1,0.2
Let me say.,1,0
"You have something to say about everything, don't you?",-1,0.7
He didn't say a word.,-1,0
"In a word, she isn't any use.",-1,0.9
"In a word, he is a man of genius.",1,0
"In a word, he is a coward.",-1,0.9
"In a word, you are in the wrong.",-1,0.6
"In a word, it's ridiculous.",-1,0.9
"In a word, I think he's a fool.",-1,0.7
"Off hand, I'd say her problem is shyness.",1,0
An apparently small event may lead to a great result.,-1,0.7
I saw at a glance that the empty house was badly in need of repair.,-1,0.6
I saw at a glance that there was something the matter with my father.,1,0
"At first sight, the question seemed easy.",1,0.2
"Nothing could be more reasonable, on the face of it.",-1,0.2
January is the first month of the year.,-1,0
"At first sight, he seemed kind and gentle.",1,0.5
"Women who, at first glance, appear to be completely ordinary also don't seem to be in that much of a rush to get married.",-1,0.8
We have snow in January.,1,0.2
I'm taking an exam in January.,-1,0
It is important to be accomplished in some art.,1,0.2
Will you listen to a piece of music?,1,0.4
Please sing a song.,-1,0.6
I want to sing a song.,-1,0.2
Let's take a rest.,1,0
How about taking a rest?,-1,0.6
"Take a rest, or you will be worn out.",-1,0.3
She came alive after taking a rest.,1,0.5
I paid in a lump sum when I bought a television set.,-1,0.9
"Once you skip a lesson, it's hard to catch up with your classmates.",-1,0.4
The family had a hard time after the war.,1,0.2
"They moved to New York, but adapted easily to their new surroundings.",1,0.4
"Except for Tom, the family was all watching TV in silence.",1,0.4
The family moved from their native Germany to Chicago around the year 1830.,1,0.1
He is the black sheep of the family.,1,0.1
The whole family is out for a walk.,-1,0.2
I went to the South Pacific for a summer of romantic adventure.,1,0.8
"Count as one fractions of half a yen and over, but ignore those of less.",-1,0.4
The sky looks threatening.,-1,0.7
A really perceptive person can figure out a whole situation with just a few clues. That's the kind of person I want you to become.,1,0.8
A word is enough to a wise man.,1,0.8
I don't like being made a fool of.,-1,0.8
I'll tell you a story.,-1,0.3
I'll give you a piece of good advice.,1,0.2
One important thing to remember is that Americans may remain silent when you say something they don't agree with.,-1,0.2
May I ask a favor of you?,-1,0.2
"A single mistake, and you are a failure.",-1,0.8
A miss is as good as a mile.,1,0.5
"One is new, and the other is old.",1,0
This carpet is one of the most beautiful.,1,0.7
You should concentrate on one thing and learn to do it well.,1,0.5
An idea occurred to me.,-1,0.4
"To know a language is one thing, and to teach it is another.",1,0.2
"For one thing, he thinks she is stupid, for another, he doesn't like her.",-1,0.9
"For one thing, I am poor; for another, I am busy.",-1,0.8
"For one thing, I'm penniless; for another, I don't have the time.",-1,0.7
"For one thing, I couldn't afford to do that.",1,0
"For one thing, I've no money, and for another, I've no leisure.",-1,0.7
This is true partly because non-Westerners have begun to take pride in their own cultures and partly because those areas of the world where forks are not used have some of the highest birth rates.,1,0.8
Would you do me a favor?,-1,0.1
May I ask you to do me a favor?,-1,0.2
I have a favor to ask of you.,-1,0
"Not a drop of rain fell for a month, so they had to dig a well.",-1,0.1
You'll make a fortune by taking a chance.,-1,0.2
The Isonos would often go hiking.,1,0
I feel exactly the same as Mr Isoda.,1,0.4
Child-care leave and time off to care for the aged are needed in order to respond to demographic changes now taking place in Japan.,-1,0.3
A growing child requires more food.,-1,0.1
Mr Iuchi has no one to fall back on.,-1,0.5
Inoue doesn't like computers.,-1,0.8
A well is a place where you can get water.,1,0.6
The well has run dry.,1,0.3
There was no water in the well.,-1,0.2
There was little water in the well.,1,0.5
The well ran dry.,1,0.2
Please draw water from the well.,1,0
He that stays in the valley shall never get over the hill.,-1,0.7
Can I use my medical insurance?,1,0.1
I'd like to get medical insurance.,1,0
Do you have medical insurance?,-1,0.2
The medical supplies were allocated to the victims of the disaster.,-1,0.3
We can say that there's not a clear winner in terms of a policy to curtail medical expenses and benefits.,-1,0.5
"In medical research, one of the first problems is to isolate the cause of the disease.",-1,0.2
"The doctors thought he was dead, but today he is still alive and healthy, and has a job and a family.",1,0.8
Please call me a doctor.,-1,0.5
Doctors have offered me nothing but sleeping pills.,-1,0.9
"Could you call a doctor, please?",-1,0.4
Do you think we should send for the doctor?,-1,0.2
Please call in a doctor.,-1,0.3
Shall I go for the doctor?,-1,0.1
You must send for the doctor.,1,0.5
Send for the doctor.,1,0
Will you send for a doctor?,1,0.3
The doctor was sent for.,-1,0
You'd better send for a doctor.,-1,0.1
He had been ill for a week when they sent for a doctor.,-1,0.1
Doctors and hospitals should help the people who can get healthy again.,-1,0.1
Doctors should help the sick or injured person.,-1,0.4
The doctor analyzed the blood sample for anemia.,1,0.3
The doctor bent over the sick boy.,-1,0.2
The doctor sat up all night with the sick old man.,-1,0.2
Doctors do not always live long.,-1,0
So the doctor started to examine her.,1,0.1
The surgeon operated on her for lung cancer.,1,0.6
The doctor advised her to enter the hospital.,-1,0.1
The doctor told her that she should take a rest.,-1,0.1
The doctor ordered her to go on a strict diet.,1,0.1
The doctor gave it to her.,1,0
The doctor persuaded him to give up smoking.,-1,0.2
The doctor called him back.,-1,0.6
The doctors tell you that he is brain-dead.,-1,0.6
The doctor felt his pulse.,-1,0
The doctor set his broken leg.,-1,0.2
The doctor cured him of his illness.,1,0.8
The doctor cured him of his cancer.,1,0.6
The doctor released him from his pain.,1,0
The doctor gave him the medicine.,1,0.2
The physician prescribed his patient some medicine.,1,0.5
The doctor advised him to stop working too much.,-1,0.3
His doctor told him to cut down on drinking.,-1,0.1
The doctor advised him to abstain from drinking.,1,0.3
The doctor advised him to keep away from drinking.,-1,0.3
"The doctor told him to rest at home, which is advice he followed.",-1,0
The doctor suggested that he give up smoking.,-1,0.2
His doctor ordered him to rest.,1,0.2
The doctor ordered that he take a rest.,1,0
The doctor warned him of the dangers of smoking.,-1,0.4
The doctor told him to give up smoking and drinking.,-1,0.1
The doctor advised him not to eat between meals.,1,0.1
The doctor advised him to do more exercise.,1,0.4
The doctor told him to cut down on smoking.,-1,0.6
The doctor advised him to give up smoking.,-1,0.2
The doctor advised him not to smoke.,-1,0.2
The doctor alerted him to the riskiness of the medicine.,1,0
The doctor said that he would be well if he took his medicine.,-1,0.1
The doctor suggested that he should give up smoking.,-1,0.3
The doctor advised a change of air.,-1,0.1
The doctor gave him some drugs to relieve the pain.,1,0.1
The doctor bandaged the boy's injured leg.,-1,0.4
The doctor dosed the girl with antibiotics.,-1,0
The doctor tried hard to save the wounded boy.,-1,0.4
The doctor's instructions are as follows: Take this medicine after meals.,-1,0.7
The doctor felt my pulse.,1,0.1
The doctor advised my father to stop smoking.,1,0.1
The doctor spoke to the effect that my father would soon get better.,-1,0.2
The doctor bound my wounds.,1,0.3
The doctor examined my throat.,-1,0.2
The doctor advised me not to eat too much.,-1,0.1
The doctor advised my father to give up smoking.,-1,0.2
The doctor advised me to take a long holiday.,1,0.1
The doctor advised me not to drink too much.,-1,0.3
The doctor advised me to take up some sport to stay in shape.,1,0.1
The doctor advised me to stop smoking.,-1,0.2
The doctor ordered me a complete rest.,-1,0.2
The doctor didn't allow me to go out.,-1,0.8
The doctor had me lying in bed.,-1,0.4
The doctor advised me to give up smoking.,-1,0.4
The doctor advised me not to smoke too much.,-1,0.2
The doctor advised me to drink more milk.,-1,0.1
The doctor advised me to take more exercise.,1,0.2
The doctor forbade me to take part in the marathon.,1,0.7
The doctor told me that I would recover soon.,-1,0
The doctor ordered me to stay in bed.,-1,0
The doctor instructed me to go on a diet.,-1,0
The doctor advised me that I should go on a diet.,1,0.1
The doctor demanded I stay in bed for a week.,-1,0
"Though the doctor did his best, the patient's recovery was slow.",1,0.1
The doctor was in a white gown over a blue suit.,-1,0
Doctors have a difficult problem.,-1,0.3
The doctor made six house calls in the afternoon.,1,0.2
A doctor should never let a patient die.,-1,0.5
The doctor can cure your son of the disease.,1,0.6
Doctors suspect smoking has lot to do with cancer.,-1,0.2
Doctors warn us of a possible danger.,-1,0
The doctor will be back before long.,1,0
The doctor continued to observe the patient's behavior.,-1,0
The doctor placed a stethoscope on the patient's chest.,-1,0
The doctor rushed to his patient.,1,0
The doctor informed his patient of the name of his disease.,1,0.4
The doctor administered medicine to the patient.,-1,0.1
The doctor has ordered the patient to abstain from wine.,-1,0
The doctor examined the patients.,-1,0.5
Doctors are not as a rule trained in child rearing.,-1,0.4
What'd the doctor say?,-1,0.2
My doctor advised me to give up smoking.,-1,0.3
The doctor advised Mr White not to smoke too much.,-1,0.2
The doctor looked gravely at the patient.,-1,0.1
The doctor arrived in time to save her.,1,0
What did he say?,-1,0.7
The doctor examined the child and said she was healthy.,-1,0.2
The doctor insisted that the patient get plenty of rest.,1,0
The doctor thought the patient's pulse was rather rapid.,-1,0.3
The doctor may have said so.,-1,0
The doctor told Mr Smith to give up smoking if he wanted to live long.,-1,0.2
The doctor told Mr Smith to give up smoking.,-1,0.3
The doctor decided to operate at once.,1,0.2
The doctor came immediately.,1,0.5
The doctor is looking for medicine that is effective for this illness.,1,0.6
The doctor tried every possible means to save his patient.,1,0
The doctor recommended that you should give up smoking.,1,0.5
The doctor visits her every other day.,1,0.2
The doctor advised that my mother stay in bed for three more days.,1,0.1
The doctor insisted that he stay in bed.,1,0
The doctor used X-rays to examine my stomach.,-1,0.1
"The doctors say the dying man should have kicked the bucket hours ago, were he an ordinary man, but he is still defying death.",-1,0.8
A good doctor follows his own directions.,1,0.8
Doctors' bills really cut into our savings.,1,0.5
All the doctor's efforts were in vain and the man soon died.,-1,0.6
I wish I had followed the doctor's advice.,1,0.4
You had best follow the doctor's advice.,1,0.6
Some doctors say something to please their patients.,-1,0.6
"If it wasn't for the doctor's treatment, that patient would be dead.",-1,0.9
You had better do as the doctor advised you.,-1,0.1
"Had he taken his doctor's advice, he might not have died.",-1,0.6
A doctor's instruments must be kept absolutely clean.,1,0.8
What doctors should do is to save lives and fight against death.,-1,0.5
I'm planning to disguise myself as a doctor.,1,0.8
We sent for a doctor.,1,0
"With the help of doctors, she got over her illness.",1,0.1
What do you say to seeing a doctor?,-1,0.2
Did you see a doctor?,-1,0.2
It is necessary that you see a doctor.,1,0
You had better see a doctor; it may not be just a cold.,-1,0.5
I don't like to have a doctor examine me.,-1,0.4
You'd better consult your doctor.,-1,0.3
I'd like to see a doctor.,1,0
You'd better see a doctor and get a shot.,-1,0
Go and see the doctor.,1,0
I left off work for a few hours to see the doctor.,-1,0.2
My doctor told me to lay off the liquor so I have this uneasy impatient feeling.,-1,0.1
You had better see the doctor.,-1,0.1
You ought to see a doctor.,1,0.1
I think you should see a doctor.,1,0
You must see a doctor.,1,0.3
Let's send for the doctor.,1,0
The doctor says she suffers from rheumatism.,-1,0.3
You need to see a doctor.,-1,0.2
Why not see the doctor?,-1,0.7
You should have a doctor check you out.,-1,0.1
Did you go to the doctor?,-1,0.2
I intended to have been a doctor.,1,0
My desire to become a doctor grew out of looking after my sickly brother.,1,0.3
You should consult your doctor.,1,0.1
Don't be afraid of seeing the doctor.,1,0
Any doctor will tell you to quit smoking.,-1,0.6
A six-figure income is not uncommon for physicians.,-1,0.5
Medical doctors and dentists have very different tools of the trades.,1,0
Doctors and nurses must preserve life at all costs.,1,0.9
Doctors should keep abreast of all the latest developments in medicine.,1,0.5
Doctors should keep abreast with all the latest developments in medicine.,1,0.7
I think he is a doctor.,1,0.2
All the efforts of the doctors were of no avail.,-1,0.8
He lay in agony until the doctor arrived.,-1,0.6
The doctor came into the examination room and asked about her problem.,1,0
The doctor devoted a great deal of effort and the patient recovered.,1,0.9
Is it right for a doctor to decide when someone should die?,-1,0.5
My physician advised me to refrain from alcohol for the time being.,-1,0.6
She had been ill for a week when the doctor was sent for.,-1,0.1
"Doctors can be wrong, and some patients can suddenly improve.",-1,0.6
The doctor's careful examination of the patient brought about his speedy recovery.,1,0.8
The doctor's careful treatment of the patient brought about her quick recovery.,1,0.6
"I'm thinking of going somewhere for a change of air, since my doctor advises me to.",-1,0.7
If only the doctor had come a little sooner.,1,0.5
The doctor's quick arrival brought about her very speedy recovery.,1,0.9
Lying is forgivable when it is done by a doctor trying to give heart to a terminally ill patient.,-1,0.8
Doctors refused to perform a second operation.,-1,0.8
Doctors have made great strides in their fight against cancer.,1,0.9
Doctors have discovered some startling facts.,1,0.1
The doctor reassured me about my father's condition.,1,0.1
The doctors wore white masks over their mouths and noses.,-1,0.8
The doctor treated her injury.,1,0.3
The doctor advised that she take a holiday.,1,0.1
The doctor advised him to ease up on alcohol.,-1,0.2
The doctor contemplated the difficult operation.,-1,0.1
Doctors advise us on our health.,1,0.2
The medical profession keeps handing out warnings about smoking.,-1,0.7
The doctor monitored the patient's heartbeat and blood pressure.,1,0.5
Could you give me the name and phone number of a doctor?,-1,0.1
The doctor's remarks reassured the patient.,1,0.3
The doctor's warning stiffened my resolve to stop drinking.,-1,0.4
Being a doctor helped me greatly during the journey.,1,0.9
Doctors are fighting against disease.,-1,0.2
The doctor's careful treatment of the patient brought about her recovery.,1,0.4
It is not ethical for a doctor to reveal confidences.,-1,0.7
"Speaking medically, I advise you to lose weight.",-1,0
You should investigate the fact from a medical viewpoint.,-1,0.5
Shared studying among premeds is rare.,1,0.2
I applaud your decision to study medicine.,1,0.3
Medical science is always on the march.,1,0.1
Medical science has made a dramatic advance.,-1,0
Progress in medicine is going ahead by leaps and bounds.,-1,0.2
I'm thinking of going to Germany to study medicine.,1,0.3
Japan has caught up with Europe and America in medicine.,1,0.6
How were the bodies of those who died disposed of?,-1,0.5
Where is the lost and found?,-1,0.8
He died without having made a will.,1,0
"I'm sorry to say, but the service isn't very good.",-1,0.9
I regret to inform you that I will be unable to keep our appointment for February 27.,-1,0.8
I was fined 20 dollars for illegal parking.,-1,0.8
You really shouldn't use pirated software.,-1,0.8
Wrong.,-1,0.9
The speeding vehicle skidded and crashed head-on into the rear-end of a truck before the driver could say Jack Robinson.,-1,0.4
No. I don't know. It's a lot of things.,-0.9,1.4
"No, no, no!",-1,0.8
The difference is this: he works harder than you.,1,0.1
I came to the realization too late to make a difference.,-1,0.4
"In spite of their various differences, Joan and Ann are friends.",1,0.9
We have an oversupply of clothing.,1,0
We must make economies in buying clothes.,1,0.5
Please get dressed.,1,0.7
"If you look after your clothes, they last a lot longer.",-1,0.3
What do you do with your clothes when they are worn out?,-1,0.4
The identity of the lost child was confirmed by its clothes.,-1,0.7
It is hard for an empty sack to stand straight.,-1,0.8
"Food, clothing and shelter are the basis of life.",1,0.1
Food and clothes are necessities of life.,1,0.3
"In the matter of food and clothing, we are pretty well off.",1,0.5
"What is indispensable to our lives, along with food and clothes, is housing.",1,0.9
The dress does not make the fair.,-1,0.9
Could you send up some stomach medicine?,-1,0.5
I want to see a doctor about my stomach-ache.,-1,0.5
The belly has no ears.,-1,0.8
I suffer from a stomach ache.,-1,0.4
The stomach is one of the internal organs.,-1,0.7
The pain in my stomach has gone.,-1,0.7
Something is the matter with my stomach.,-1,0.3
An ulcer forms in the stomach.,-1,0.4
I got a stomach tumor and had to have it operated on.,-1,0
I have a pressing feeling in my stomach.,-1,0.1
My stomach hurts.,-1,0.7
Do you feel any pain in your stomach?,-1,0
My stomach feels heavy.,-1,0.4
I'm afraid I have an upset stomach.,-1,0.7
My stomach is rumbling.,-1,0.4
"Getting a sports car is easy, compared to the maintenance one must do on it.",1,0.6
The emigrants have endured physical and mental pain.,-1,0.3
Immigrants streamed into the land.,-1,0.1
"Due to our office moving, we will be closed from May 30 to 31.",-1,0.5
Migrants from the continent crossed the Japan sea.,-1,0
Years of resistance to misfortune ended when the settlers' village was overcome by the savages and their hopes and lives came to the bitter end.,-1,0.8
There is no objection on my part.,-1,0
"If there is no objection, we will close the meeting now.",-1,0
A strange sight greeted her eyes.,-1,0.6
It's very difficult to communicate with people from other cultures.,-1,0.8
It is generally hard to adapt to living in a foreign culture.,-1,0.5
"As for the accusations of heresy, here the evidence is much weaker.",-1,0.9
Unusually low temperatures account for the poor rice crop this year.,-1,0.9
Is everything all right?,1,0
The streets are filled with an air of exoticism.,1,0.5
They went ahead with the plan since there were no objections.,-1,0.5
The exchange rates are posted daily outside the cashier's office.,-1,0
The rate of exchange is 145 yen to the dollar.,-1,0.3
"Choose such friends as will benefit you, they say. That is why I am on intimate terms with Mr Aoki.",1,0.8
How do I fix the seat?,-1,0.7
"He who can, does. He who cannot, teaches.",-0.6,0.8
It is under the chair.,1,0.1
No sooner had I sat down and relaxed than the phone rang.,-1,0.6
Two seats were vacant.,-1,0.8
You may sit down on the chair.,-1,0.3
The chair hasn't arrived yet.,-1,0.6
"Written as it is in easy style, the book is for beginners.",1,0.6
Could you say that in plain English?,-1,0.6
"Written in plain English, the book can be read even by you.",-1,0.4
It is often pointed out that a vague smile is typical of the Japanese.,-1,0.2
It is difficult to convey the meaning exactly.,1,0.3
Everything that has meaning can be called language.,-1,0.1
"In the main, I am in favor of political reform if meaningful changes are made.",-1,0.3
I'm catching on.,1,0.3
I didn't catch the meaning.,-1,0.8
"Although he isn't ill-natured, he is not very kind.",-1,0.9
The wicked witch cast an evil spell on the man and turned him into an insect.,-1,0.4
It had an effect alien from the one intended.,-1,0
"The unconscious person feels no pain, but for the family and friends it can be a long and painful experience.",-1,0.2
People who are unconscious can't say they want to die.,-1,0.3
He'll make a good husband.,1,0.5
I lost consciousness.,-1,0.5
She is unconscious.,1,0
"There is one thing which we do every time we read, whether we are aware of it or not; we come in contact with the personality of the writer.",1,0
Communication takes many forms.,-1,0.3
"Where communications fail, so do activities.",-1,0.9
A man of weak will is the target of criticism; even his friends would badger him into correcting his defects.,-1,0.8
A man of strong will is not subject to corruption.,-1,0.8
No one can force you to do anything against your will.,-1,0.8
"Knowing their languages is not enough to communicate effectively, because the methods of communication are determined by their cultures.",1,0.5
Through communication we are able to learn about each other.,1,0.4
We use words in order to communicate.,1,0.2
Having no will is the worst handicap.,-1,0.9
The weak-willed are prone to go to the dogs; the strong-willed turn failure into success.,-1,0.4
I could not help but state my opinion.,-1,0.7
"Opinion is ultimately determined by the feelings, and not by the intellect.",1,0.1
Never identify opinions with facts.,-1,0.8
We agree to start at once.,-1,0.6
Anyone with an opinion please raise their hand.,-1,0.4
"Surprisingly, he is the type that worries about being in the public eye.",1,0.2
You know something?,-1,0.2
Unexpectedly the weather forecast came true yesterday.,1,0.8
Unexpected results were announced.,-1,0.2
You don't say.,-1,0.3
The committee picked the site for the exhibition.,1,0.2
The chairman is elected for a two year term.,-1,0.4
The committee returned to their seats.,-1,0.7
The committee are all against it.,-1,0.7
The committee approved the draft budget.,1,0.8
The committee approved the budget.,1,0.9
The committee adjourned to another hall.,1,0.1
The committee welcomed her with acclamation as chairperson.,1,0.9
The committee elected him chairperson.,1,0.7
The committee bestowed a medal on him.,1,0.1
The commission concluded that the answer was no.,-1,0.8
The committee is composed of three men and seven women.,1,0.1
The committee comprises ten members.,-1,0.4
Our committee consists of ten members.,1,0.4
The committee is discussing social welfare.,-1,0.2
The committee inquired into the cause of the accident.,-1,0
The committee is composed of five students.,1,0.1
The committee meets twice a month.,-1,0.2
The committee is composed of teachers and parents.,1,0.1
The committee held a discussion on the problem of education.,1,0.1
A committee should apply the focus to the more concrete problem.,1,0.1
The committee was not disposed to hold another meeting.,-1,0.9
The committee has not yet arrived at a decision.,1,0.4
The committee will be opposed to the proposal.,1,0.5
The committee was split over the project.,-1,0.8
The committee passed the bill.,1,0.5
The committee decided to call off the strike.,-1,0.2
The committee got down to business after coffee.,-1,0.6
The committee meets today at four.,1,0.8
The committee consists of eight members.,1,0.5
The committee divided into five sections.,1,0
The committee adjourned for two weeks.,-1,0.2
The committee is made up of fifteen members.,1,0.2
The committee consists of twelve members.,1,0.4
The committee called on all nations to work side-by-side to curb air pollution.,1,0
The committee will meet next Friday.,1,0.7
The purpose of the committee is to develop children's musical talent.,1,0.3
All the members of the committee hate one another.,-1,0.9
The committee had a long session.,1,0
One of the committees is composed of eight members.,1,0.2
The members of the committee are all men.,1,0
All the members of the committee consented to my proposal.,1,0
His influence in the committee became weaker and weaker.,-1,0.9
The committee was summoned at once.,-1,0
The committee are all present.,-1,0.8
The committee are all for the plan.,1,0.3
The majority of the committee voted against the bill.,-1,0.5
The committee stayed up late last night trying to work out measures that would please everyone.,-1,0.6
The committee met and discussed whom to appoint to the post.,-1,0.1
The point about enclosure is that the configuration of ethnic groups must be clearly described.,1,0.5
The great critic and the poet are traveling together.,1,0.9
The great critic and poet is lecturing on philosophy.,1,0.8
The son of a great actor became a good actor in his own right.,1,0.6
Great geniuses have the shortest biographies.,1,0.9
The great statesman and general is still living.,1,0.9
You should read about the careers of great men.,1,0.4
Every great writer seems to have been interested in English.,-1,0.4
"Great scholar as he is, he is lacking in common sense.",1,0.5
A great scholar is not necessarily a good teacher.,1,0.7
Many great men went through hardship during their youth.,1,0.5
Great people are not always wise.,1,0.8
Great men are not always wise.,1,0.7
A great man doesn't care about his appearance.,1,0.7
The client talked with the lawyer.,-1,0
"On your marks, get set, go!",1,0.4
I still haven't heard from him.,-1,0.5
Miss Ito made her students work hard.,1,0.3
Taro Ito was found guilty.,1,0.1
Does Mr Ito teach history?,-1,0.1
Mr Ito teaches history.,1,0.3
Mr Ito will call the roll.,1,0.1
Mr Ito loosened his tie because he felt hot in his office.,1,0.8
"Talking of Mr Ito, what has become of his son?",1,0
Professor Ito went to the United States for the purpose of studying linguistics.,-1,0.3
Mr Ito is a highly educated man.,1,0.4
Will you make an appointment with Mr Ito?,-1,0.1
Mr. Ito wants to see you.,-1,0.3
There is a Mr Ito who wants to see you.,-1,0
"I am very fond of lobsters, but they are very, very expensive.",-1,0.7
We've been friends ever since.,1,0.5
Have you met her before?,-1,0.2
I saw him at one time or another.,1,0.1
Albumin was found in my urine before.,-1,0.4
The knife we used to cut the bread with was sharp.,1,0.4
A hideous monster used to live there.,-1,0.1
There was a tall tree in front of my house.,-1,0
"Having seen him before, I knew him at once.",1,0
You are much taller than you used to be.,-1,0.2
I'm not as rich as I was.,-1,0.4
No one had ever thought of selling ice before.,-1,0.7
"Now there is nothing but desert, where there used to be a fertile plain.",-1,0.4
"I used to look up to him, but not anymore.",-1,0.8
There used to be a big cherry tree at the back of my house.,-1,0.4
There used to be big trees around my house.,-1,0.3
"When I was a child, my mother would often read fairy tales to me.",-1,0.2
"In the past, there were no oral English classes in high school. Now many schools have oral communication classes.",-0.7,1
"He used to love me, she answered sadly.",-1,0.7
He said he had been to Hawaii before.,-1,0.3
I used to sit up late at night.,-1,0.3
I used to play with my sister in the park.,-1,0.1
"I used to go fishing quite often, but now I rarely go.",-1,0.1
It used to be thought that the earth was flat.,-1,0.6
There used to be a temple right here.,-1,0.2
I didn't used to smoke.,-1,0.3
"You used to smoke, didn't you?",-1,0.8
There used to be a church here.,-1,0.3
There used to be a castle on this hill.,-1,0.4
There used to be a restaurant in front of this bus stop.,-1,0.7
There used to be a hut about here.,-1,0.3
There used to be a green field here; now there's a supermarket.,-1,0.1
People used to travel on foot.,1,0
I had mastitis before.,-1,0.2
"Having seen him before, I recognized him.",1,0
I easily found Mr. Harrington because I had seen him before.,1,0
I had met him once before.,-1,0
"Having been to the temple before, I know the way.",1,0
I was bored because I had seen the movie before.,-1,0.4
The situation has improved considerably compared with what it was.,1,0.8
It's better than it was before.,1,0.3
I look very different.,-1,0.2
There used to be a store right here.,-1,0.4
"As you have often been here before, show me around, please.",1,0
There used to be a coffee shop near the park.,-1,0.4
He didn't deny that he was formerly involved in the program.,-1,0.7
"Having been caught in that situation before, I knew exactly what to do.",1,0.9
There used to be lots of fireflies around here.,-1,0.4
There used to be a pond around here.,-1,0.3
There used to be a small shrine around here.,-1,0.3
There used to be a big pond around here.,-1,0.3
There used to be an old temple here.,-1,0.5
I've always wanted to meet you.,-1,0
Haven't we met before?,-1,0.5
Have we met before?,-1,0.3
"Not having seen him before, I'll not be able to recognize him.",-1,0.7
"Not having seen her before, I did not know her.",-1,0.6
It feels like I've seen her before.,1,0.1
I've been to Hokkaido before.,1,0
Is that all?,-1,0.2
"I may have seen that film before, but I can hardly remember it.",-1,0.6
The following is his story.,1,0.3
I'll never do this again.,-1,0.9
The following is a summary of the President's speech.,-1,0
I would like to place an order for the following.,1,0.1
The explanation below was achieved by comparing and contrasting a variety of different theories.,-1,0.1
All you have to do is fill in the blanks below.,-1,0.5
The following passage is a quotation from a well-known fable.,-1,0.2
The following persons passed the examination.,-1,0.2
The data to be discussed below was collected in the following way.,-1,0.6
The following is what he told me.,-1,0
The pommel horse requires more balance than strength.,-1,0.2
That's just a shot in the dark. How do you think you'll succeed by just acting on the spur of the moment like that?,-1,0
It was a dark night.,-1,0.2
The darkness has not overcome it.,-1,0.9
We could barely make out two figures in the dark.,-1,0.7
